,ID,record_year,record_month,farm_code,cow_number,father_cow_semen_number,mother_cow_semen_number,parity_count,lactation_days,month_age,breeding_count,first_breeding_semen,milk_volume,cow weight,health,season
8197,9309.0,2015.0,3.0,A,93053241,29H8246,91040083,6.0,41.0,141.0,0.0,11H10360,32.6,575.2750993606359,0,spring
8198,9310.0,2015.0,7.0,A,93053241,29H8246,91040083,6.0,160.0,145.0,0.0,11H10360,29.7,575.2750993606359,0,summer
8199,9311.0,2015.0,5.0,A,93053241,29H8246,91040083,6.0,104.0,143.0,0.0,11H10360,41.0,575.2750993606359,0,spring
8200,9312.0,2015.0,6.0,A,93053241,29H8246,91040083,6.0,132.0,144.0,0.0,11H10360,28.0,575.2750993606359,0,summer
8201,9313.0,2015.0,9.0,A,93053241,29H8246,91040083,6.0,221.0,147.0,1.0,11H10360,22.1,575.2750993606359,0,fall
8202,9314.0,2015.0,10.0,A,93053241,29H8246,91040083,6.0,251.0,148.0,2.0,11H10360,23.2,575.2750993606359,0,fall
8203,9315.0,2015.0,11.0,A,93053241,29H8246,91040083,6.0,278.0,149.0,3.0,11H10360,20.5,575.2750993606359,0,fall
8204,9316.0,2015.0,12.0,A,93053241,29H8246,91040083,6.0,308.0,150.0,3.0,11H10360,19.3,575.2750993606359,0,winter
8205,9317.0,2016.0,1.0,A,93053241,29H8246,91040083,6.0,340.0,151.0,3.0,11H10360,22.2,575.2750993606359,0,winter
8206,9318.0,2016.0,8.0,A,93053241,29H8246,91040083,6.0,558.0,158.0,6.0,11H10360,12.8,575.2750993606359,0,summer
8207,9319.0,2016.0,7.0,A,93053241,29H8246,91040083,6.0,523.0,157.0,5.0,11H10360,13.5,575.2750993606359,0,summer
8208,9320.0,2016.0,5.0,A,93053241,29H8246,91040083,6.0,466.0,155.0,5.0,11H10360,17.0,575.2750993606359,0,spring
8209,9321.0,2016.0,6.0,A,93053241,29H8246,91040083,6.0,502.0,156.0,5.0,11H10360,13.5,575.2750993606359,0,summer
8210,9322.0,2016.0,4.0,A,93053241,29H8246,91040083,6.0,438.0,154.0,5.0,11H10360,17.0,575.2750993606359,0,spring
8211,9323.0,2016.0,3.0,A,93053241,29H8246,91040083,6.0,403.0,153.0,5.0,11H10360,18.0,575.2750993606359,0,spring
8212,9324.0,2016.0,2.0,A,93053241,29H8246,91040083,6.0,369.0,152.0,4.0,11H10360,22.0,575.2750993606359,0,winter
8213,9325.0,2016.0,9.0,A,93053241,29H8246,91040083,6.0,586.0,159.0,6.0,11H10360,9.5,575.2750993606359,0,fall
8214,9326.0,2016.0,10.0,A,93053241,29H8246,91040083,6.0,621.0,160.0,6.0,11H10360,8.2,575.2750993606359,0,fall
8215,9327.0,2016.0,7.0,B,3122442,011HO09956,98111267,1.0,199.0,33.0,1.0,011HO11201,32.0,575.2750993606359,0,summer
8216,9328.0,2016.0,8.0,B,3122442,011HO09956,98111267,1.0,227.0,34.0,1.0,011HO11201,26.0,575.2750993606359,0,summer
8217,9329.0,2016.0,5.0,B,3122442,011HO09956,98111267,1.0,135.0,31.0,1.0,011HO11201,29.0,575.2750993606359,0,spring
8218,9330.0,2016.0,2.0,B,3122442,011HO09956,98111267,1.0,44.0,28.0,0.0,011HO11201,30.0,575.2750993606359,0,winter
8219,9331.0,2016.0,4.0,B,3122442,011HO09956,98111267,1.0,105.0,30.0,1.0,011HO11201,15.0,575.2750993606359,0,spring
8220,9332.0,2016.0,3.0,B,3122442,011HO09956,98111267,1.0,73.0,29.0,1.0,011HO11201,33.0,575.2750993606359,0,spring
8222,9333.0,2016.0,1.0,B,3122442,011HO09956,98111267,1.0,17.0,27.0,0.0,011HO11201,12.0,575.2750993606359,1,winter
8223,9334.0,2016.0,9.0,B,3122442,011HO09956,98111267,1.0,257.0,35.0,1.0,011HO11201,22.0,575.2750993606359,0,fall
8224,9335.0,2016.0,10.0,B,3122442,011HO09956,98111267,1.0,284.0,36.0,1.0,011HO11201,21.0,575.2750993606359,0,fall
8225,9336.0,2017.0,3.0,B,3125294,029HO13660,2112197,1.0,51.0,27.0,0.0,014HO07700,32.0,575.2750993606359,0,spring
8226,9337.0,2017.0,4.0,B,3125294,029HO13660,2112197,1.0,79.0,28.0,1.0,014HO07700,31.0,575.2750993606359,0,spring
8227,9338.0,2017.0,9.0,B,3125294,029HO13660,2112197,1.0,236.0,33.0,6.0,014HO07700,32.0,575.2750993606359,0,fall
8228,9339.0,2017.0,6.0,B,3125294,029HO13660,2112197,1.0,142.0,30.0,4.0,014HO07700,29.0,575.2750993606359,0,summer
8229,9340.0,2017.0,5.0,B,3125294,029HO13660,2112197,1.0,110.0,29.0,2.0,014HO07700,32.0,575.2750993606359,0,spring
8230,9341.0,2018.0,4.0,B,3125294,029HO13660,2112197,1.0,445.0,40.0,6.0,014HO07700,15.0,575.2750993606359,0,spring
8231,9342.0,2018.0,3.0,B,3125294,029HO13660,2112197,1.0,418.0,39.0,6.0,014HO07700,15.0,575.2750993606359,0,spring
8232,9343.0,2018.0,2.0,B,3125294,029HO13660,2112197,1.0,374.0,38.0,6.0,014HO07700,16.0,575.2750993606359,0,winter
8233,9344.0,2018.0,1.0,B,3125294,029HO13660,2112197,1.0,354.0,37.0,6.0,014HO07700,20.0,575.2750993606359,0,winter
8234,9345.0,2017.0,10.0,B,3125294,029HO13660,2112197,1.0,262.0,34.0,6.0,014HO07700,29.0,575.2750993606359,0,fall
8235,9346.0,2017.0,11.0,B,3125294,029HO13660,2112197,1.0,295.0,35.0,6.0,014HO07700,27.0,575.2750993606359,0,fall
8236,9347.0,2017.0,12.0,B,3125294,029HO13660,2112197,1.0,327.0,36.0,6.0,014HO07700,20.0,575.2750993606359,0,winter
8237,9348.0,2017.0,2.0,B,3125294,029HO13660,2112197,1.0,21.0,26.0,0.0,014HO07700,20.0,575.2750993606359,0,winter
8238,9349.0,2018.0,7.0,B,3125294,029HO13660,2112197,2.0,31.0,43.0,0.0,203HO01513,33.0,575.2750993606359,0,summer
8239,9350.0,2018.0,9.0,B,3125294,029HO13660,2112197,2.0,94.0,45.0,0.0,203HO01513,29.0,575.2750993606359,0,fall
8240,9351.0,2018.0,8.0,B,3125294,029HO13660,2112197,2.0,65.0,44.0,0.0,203HO01513,38.0,575.2750993606359,0,summer
8241,9352.0,2018.0,10.0,B,3125294,029HO13660,2112197,2.0,128.0,46.0,1.0,203HO01513,26.0,575.2750993606359,0,fall
8242,9353.0,2018.0,11.0,B,3125294,029HO13660,2112197,2.0,156.0,47.0,1.0,203HO01513,28.0,575.2750993606359,0,fall
8243,9354.0,2017.0,11.0,B,3125295,529HO13660,2111041,1.0,269.0,35.0,1.0,014HO07700,33.0,575.2750993606359,0,fall
8244,9355.0,2017.0,10.0,B,3125295,529HO13660,2111041,1.0,236.0,34.0,1.0,014HO07700,31.0,575.2750993606359,0,fall
8245,9356.0,2017.0,5.0,B,3125295,529HO13660,2111041,1.0,84.0,29.0,1.0,014HO07700,36.0,575.2750993606359,0,spring
8246,9357.0,2017.0,6.0,B,3125295,529HO13660,2111041,1.0,116.0,30.0,1.0,014HO07700,33.0,575.2750993606359,0,summer
8247,9358.0,2017.0,9.0,B,3125295,529HO13660,2111041,1.0,210.0,33.0,1.0,014HO07700,35.0,575.2750993606359,0,fall
8248,9359.0,2017.0,7.0,B,3125295,529HO13660,2111041,1.0,145.0,31.0,1.0,014HO07700,34.0,575.2750993606359,0,summer
8249,9360.0,2017.0,8.0,B,3125295,529HO13660,2111041,1.0,180.0,32.0,1.0,014HO07700,31.0,575.2750993606359,0,summer
8250,9361.0,2017.0,4.0,B,3125295,529HO13660,2111041,1.0,53.0,28.0,0.0,014HO07700,29.0,575.2750993606359,0,spring
8251,9362.0,2017.0,3.0,B,3125295,529HO13660,2111041,1.0,25.0,27.0,0.0,014HO07700,14.0,575.2750993606359,0,spring
8252,9369.0,2017.0,3.0,B,3125296,029HO13660,2111027,1.0,65.0,27.0,0.0,014HO07700,24.0,575.2750993606359,0,spring
8253,9370.0,2017.0,4.0,B,3125296,029HO13660,2111027,1.0,93.0,28.0,1.0,014HO07700,26.0,575.2750993606359,0,spring
8254,9371.0,2017.0,1.0,B,3125296,029HO13660,2111027,1.0,5.0,25.0,0.0,014HO07700,19.0,575.2750993606359,0,winter
8255,9372.0,2017.0,8.0,B,3125296,029HO13660,2111027,1.0,220.0,32.0,1.0,014HO07700,23.0,575.2750993606359,0,summer
8256,9373.0,2017.0,7.0,B,3125296,029HO13660,2111027,1.0,185.0,31.0,1.0,014HO07700,13.0,575.2750993606359,0,summer
8257,9374.0,2017.0,9.0,B,3125296,029HO13660,2111027,1.0,250.0,33.0,1.0,014HO07700,25.0,575.2750993606359,0,fall
8258,9375.0,2017.0,6.0,B,3125296,029HO13660,2111027,1.0,156.0,30.0,1.0,014HO07700,28.0,575.2750993606359,0,summer
8259,9376.0,2017.0,5.0,B,3125296,029HO13660,2111027,1.0,124.0,29.0,1.0,014HO07700,30.0,575.2750993606359,0,spring
8260,9377.0,2017.0,10.0,B,3125296,029HO13660,2111027,1.0,276.0,34.0,1.0,014HO07700,16.0,575.2750993606359,0,fall
8261,9378.0,2017.0,2.0,B,3125296,029HO13660,2111027,1.0,35.0,26.0,0.0,014HO07700,21.0,575.2750993606359,0,winter
8262,9379.0,2018.0,1.0,B,3125296,029HO13660,2111027,2.0,24.0,37.0,0.0,029HO17784,31.0,575.2750993606359,0,winter
8263,9380.0,2018.0,2.0,B,3125296,029HO13660,2111027,2.0,44.0,38.0,0.0,029HO17784,25.0,575.2750993606359,0,winter
8264,9381.0,2018.0,3.0,B,3125296,029HO13660,2111027,2.0,88.0,39.0,0.0,029HO17784,16.0,575.2750993606359,0,spring
8265,9382.0,2018.0,7.0,B,3125296,029HO13660,2111027,2.0,206.0,43.0,2.0,029HO17784,18.0,575.2750993606359,0,summer
8266,9383.0,2018.0,6.0,B,3125296,029HO13660,2111027,2.0,177.0,42.0,1.0,029HO17784,9.0,575.2750993606359,0,summer
8267,9384.0,2018.0,4.0,B,3125296,029HO13660,2111027,2.0,115.0,40.0,0.0,029HO17784,26.0,575.2750993606359,0,spring
8268,9385.0,2018.0,5.0,B,3125296,029HO13660,2111027,2.0,146.0,41.0,1.0,029HO17784,12.0,575.2750993606359,0,spring
8269,9390.0,2018.0,12.0,B,3125296,029HO13660,2111027,2.0,359.0,48.0,5.0,029HO17784,17.0,575.2750993606359,0,winter
8270,9392.0,2018.0,11.0,B,3125296,029HO13660,2111027,2.0,331.0,47.0,5.0,029HO17784,19.0,575.2750993606359,0,fall
8271,9393.0,2018.0,10.0,B,3125296,029HO13660,2111027,2.0,303.0,46.0,4.0,029HO17784,19.0,575.2750993606359,0,fall
8272,9394.0,2018.0,8.0,B,3125296,029HO13660,2111027,2.0,240.0,44.0,3.0,029HO17784,10.0,575.2750993606359,0,summer
8273,9395.0,2017.0,2.0,B,3125301,029HO13660,2112201,1.0,10.0,26.0,0.0,014HO07700,24.0,575.2750993606359,0,winter
8274,9396.0,2017.0,10.0,B,3125301,029HO13660,2112201,1.0,251.0,34.0,1.0,014HO07700,16.0,575.2750993606359,0,fall
8275,9397.0,2017.0,5.0,B,3125301,029HO13660,2112201,1.0,99.0,29.0,1.0,014HO07700,34.0,575.2750993606359,0,spring
8276,9398.0,2017.0,6.0,B,3125301,029HO13660,2112201,1.0,131.0,30.0,1.0,014HO07700,33.0,575.2750993606359,0,summer
8277,9399.0,2017.0,9.0,B,3125301,029HO13660,2112201,1.0,225.0,33.0,1.0,014HO07700,22.0,575.2750993606359,0,fall
8278,9400.0,2017.0,8.0,B,3125301,029HO13660,2112201,1.0,195.0,32.0,1.0,014HO07700,31.0,575.2750993606359,0,summer
8279,9401.0,2017.0,4.0,B,3125301,029HO13660,2112201,1.0,68.0,28.0,1.0,014HO07700,32.0,575.2750993606359,0,spring
8280,9402.0,2017.0,3.0,B,3125301,029HO13660,2112201,1.0,40.0,27.0,0.0,014HO07700,35.0,575.2750993606359,0,spring
8281,9403.0,2018.0,3.0,B,3125301,029HO13660,2112201,2.0,70.0,39.0,0.0,551H3127,35.0,575.2750993606359,0,spring
8282,9404.0,2018.0,2.0,B,3125301,029HO13660,2112201,2.0,26.0,38.0,0.0,551H3127,35.0,575.2750993606359,0,winter
8283,9405.0,2018.0,1.0,B,3125301,029HO13660,2112201,2.0,6.0,37.0,0.0,551H3127,17.0,575.2750993606359,0,winter
8284,9406.0,2018.0,5.0,B,3125301,029HO13660,2112201,2.0,128.0,41.0,1.0,551H3127,31.0,575.2750993606359,0,spring
8285,9407.0,2018.0,4.0,B,3125301,029HO13660,2112201,2.0,97.0,40.0,0.0,551H3127,28.0,575.2750993606359,0,spring
8286,9408.0,2018.0,6.0,B,3125301,029HO13660,2112201,2.0,159.0,42.0,2.0,551H3127,25.0,575.2750993606359,0,summer
8287,9409.0,2018.0,7.0,B,3125301,029HO13660,2112201,2.0,188.0,43.0,3.0,551H3127,31.0,575.2750993606359,0,summer
8288,9410.0,2018.0,10.0,B,3125301,029HO13660,2112201,2.0,285.0,46.0,5.0,551H3127,29.0,575.2750993606359,0,fall
8289,9411.0,2018.0,11.0,B,3125301,029HO13660,2112201,2.0,313.0,47.0,6.0,551H3127,24.0,575.2750993606359,0,fall
8290,9413.0,2018.0,12.0,B,3125301,029HO13660,2112201,2.0,341.0,48.0,7.0,551H3127,25.0,575.2750993606359,0,winter
8291,9420.0,2017.0,10.0,B,3125304,529HO13660,2110102,1.0,236.0,34.0,1.0,029HO16473,27.0,575.2750993606359,0,fall
8292,9421.0,2017.0,11.0,B,3125304,529HO13660,2110102,1.0,269.0,35.0,1.0,029HO16473,23.0,575.2750993606359,0,fall
8293,9422.0,2017.0,12.0,B,3125304,529HO13660,2110102,1.0,301.0,36.0,1.0,029HO16473,17.0,575.2750993606359,0,winter
8294,9423.0,2017.0,3.0,B,3125304,529HO13660,2110102,1.0,25.0,27.0,0.0,029HO16473,11.0,575.2750993606359,0,spring
8295,9424.0,2017.0,4.0,B,3125304,529HO13660,2110102,1.0,53.0,28.0,0.0,029HO16473,23.0,575.2750993606359,0,spring
8296,9425.0,2017.0,8.0,B,3125304,529HO13660,2110102,1.0,180.0,32.0,1.0,029HO16473,28.0,575.2750993606359,0,summer
8297,9426.0,2017.0,9.0,B,3125304,529HO13660,2110102,1.0,210.0,33.0,1.0,029HO16473,31.0,575.2750993606359,0,fall
8298,9427.0,2017.0,6.0,B,3125304,529HO13660,2110102,1.0,116.0,30.0,1.0,029HO16473,28.0,575.2750993606359,0,summer
8299,9428.0,2017.0,5.0,B,3125304,529HO13660,2110102,1.0,84.0,29.0,0.0,029HO16473,33.0,575.2750993606359,0,spring
8300,9429.0,2018.0,7.0,B,3125304,529HO13660,2110102,2.0,120.0,43.0,2.0,601HO11670,30.0,575.2750993606359,0,summer
8301,9430.0,2018.0,6.0,B,3125304,529HO13660,2110102,2.0,91.0,42.0,1.0,601HO11670,20.0,575.2750993606359,0,summer
8302,9431.0,2018.0,4.0,B,3125304,529HO13660,2110102,2.0,29.0,40.0,0.0,601HO11670,31.0,575.2750993606359,0,spring
8303,9432.0,2018.0,5.0,B,3125304,529HO13660,2110102,2.0,60.0,41.0,0.0,601HO11670,36.0,575.2750993606359,0,spring
8304,9433.0,2018.0,12.0,B,3125304,529HO13660,2110102,2.0,273.0,48.0,2.0,601HO11670,17.0,575.2750993606359,0,winter
8305,9435.0,2018.0,11.0,B,3125304,529HO13660,2110102,2.0,245.0,47.0,2.0,601HO11670,26.0,575.2750993606359,0,fall
8306,9436.0,2018.0,10.0,B,3125304,529HO13660,2110102,2.0,217.0,46.0,2.0,601HO11670,19.0,575.2750993606359,0,fall
8307,9437.0,2018.0,8.0,B,3125304,529HO13660,2110102,2.0,154.0,44.0,2.0,601HO11670,29.0,575.2750993606359,0,summer
8308,9438.0,2018.0,9.0,B,3125304,529HO13660,2110102,2.0,183.0,45.0,2.0,601HO11670,33.0,575.2750993606359,0,fall
8309,9443.0,2017.0,2.0,B,3125305,029HO13660,2111042,1.0,19.0,26.0,0.0,014HO07700,25.0,575.2750993606359,0,winter
8310,9444.0,2017.0,10.0,B,3125305,029HO13660,2111042,1.0,260.0,34.0,1.0,014HO07700,23.0,575.2750993606359,0,fall
8311,9445.0,2017.0,5.0,B,3125305,029HO13660,2111042,1.0,108.0,29.0,1.0,014HO07700,28.0,575.2750993606359,0,spring
8312,9446.0,2017.0,6.0,B,3125305,029HO13660,2111042,1.0,140.0,30.0,1.0,014HO07700,31.0,575.2750993606359,0,summer
8313,9447.0,2017.0,9.0,B,3125305,029HO13660,2111042,1.0,234.0,33.0,1.0,014HO07700,29.0,575.2750993606359,0,fall
8314,9448.0,2017.0,8.0,B,3125305,029HO13660,2111042,1.0,204.0,32.0,1.0,014HO07700,30.0,575.2750993606359,0,summer
8315,9449.0,2017.0,3.0,B,3125305,029HO13660,2111042,1.0,49.0,27.0,0.0,014HO07700,29.0,575.2750993606359,0,spring
8316,9450.0,2018.0,1.0,B,3125305,029HO13660,2111042,2.0,6.0,37.0,0.0,601HO11670,23.0,575.2750993606359,0,winter
8317,9451.0,2018.0,2.0,B,3125305,029HO13660,2111042,2.0,26.0,38.0,0.0,601HO11670,41.0,575.2750993606359,0,winter
8318,9452.0,2018.0,3.0,B,3125305,029HO13660,2111042,2.0,70.0,39.0,1.0,601HO11670,37.0,575.2750993606359,0,spring
8319,9453.0,2018.0,5.0,B,3125305,029HO13660,2111042,2.0,128.0,41.0,1.0,601HO11670,37.0,575.2750993606359,0,spring
8320,9454.0,2018.0,4.0,B,3125305,029HO13660,2111042,2.0,97.0,40.0,1.0,601HO11670,36.0,575.2750993606359,0,spring
8321,9455.0,2018.0,6.0,B,3125305,029HO13660,2111042,2.0,159.0,42.0,1.0,601HO11670,30.0,575.2750993606359,0,summer
8322,9456.0,2018.0,7.0,B,3125305,029HO13660,2111042,2.0,188.0,43.0,1.0,601HO11670,35.0,575.2750993606359,0,summer
8323,9457.0,2018.0,9.0,B,3125305,029HO13660,2111042,2.0,251.0,45.0,1.0,601HO11670,34.0,575.2750993606359,0,fall
8324,9458.0,2018.0,8.0,B,3125305,029HO13660,2111042,2.0,222.0,44.0,1.0,601HO11670,32.0,575.2750993606359,0,summer
8325,9465.0,2017.0,10.0,B,3125306,029HO13660,2110101,1.0,264.0,34.0,1.0,014HO07700,23.0,575.2750993606359,0,fall
8326,9466.0,2017.0,2.0,B,3125306,029HO13660,2110101,1.0,23.0,26.0,0.0,014HO07700,27.0,575.2750993606359,0,winter
8327,9467.0,2017.0,3.0,B,3125306,029HO13660,2110101,1.0,53.0,27.0,0.0,014HO07700,31.0,575.2750993606359,0,spring
8328,9468.0,2017.0,8.0,B,3125306,029HO13660,2110101,1.0,208.0,32.0,1.0,014HO07700,29.0,575.2750993606359,0,summer
8329,9469.0,2017.0,9.0,B,3125306,029HO13660,2110101,1.0,238.0,33.0,1.0,014HO07700,31.0,575.2750993606359,0,fall
8330,9470.0,2017.0,6.0,B,3125306,029HO13660,2110101,1.0,144.0,30.0,1.0,014HO07700,31.0,575.2750993606359,0,summer
8331,9471.0,2017.0,5.0,B,3125306,029HO13660,2110101,1.0,112.0,29.0,1.0,014HO07700,34.0,575.2750993606359,0,spring
8332,9472.0,2018.0,3.0,B,3125306,029HO13660,2110101,2.0,71.0,39.0,0.0,551H3127,40.0,575.2750993606359,0,spring
8333,9473.0,2018.0,2.0,B,3125306,029HO13660,2110101,2.0,27.0,38.0,0.0,551H3127,39.0,575.2750993606359,0,winter
8334,9474.0,2018.0,1.0,B,3125306,029HO13660,2110101,2.0,7.0,37.0,0.0,551H3127,33.0,575.2750993606359,0,winter
8335,9475.0,2018.0,7.0,B,3125306,029HO13660,2110101,2.0,189.0,43.0,3.0,551H3127,32.0,575.2750993606359,0,summer
8336,9476.0,2018.0,6.0,B,3125306,029HO13660,2110101,2.0,160.0,42.0,2.0,551H3127,40.0,575.2750993606359,0,summer
8337,9477.0,2018.0,4.0,B,3125306,029HO13660,2110101,2.0,98.0,40.0,0.0,551H3127,40.0,575.2750993606359,0,spring
8338,9478.0,2018.0,5.0,B,3125306,029HO13660,2110101,2.0,129.0,41.0,1.0,551H3127,35.0,575.2750993606359,0,spring
8339,9483.0,2018.0,12.0,B,3125306,029HO13660,2110101,2.0,342.0,48.0,3.0,551H3127,25.0,575.2750993606359,0,winter
8340,9484.0,2018.0,8.0,B,3125306,029HO13660,2110101,2.0,223.0,44.0,3.0,551H3127,35.0,575.2750993606359,0,summer
8341,9485.0,2018.0,9.0,B,3125306,029HO13660,2110101,2.0,252.0,45.0,3.0,551H3127,27.0,575.2750993606359,0,fall
8342,9486.0,2018.0,10.0,B,3125306,029HO13660,2110101,2.0,286.0,46.0,3.0,551H3127,19.0,575.2750993606359,0,fall
8343,9487.0,2018.0,11.0,B,3125306,029HO13660,2110101,2.0,314.0,47.0,3.0,551H3127,20.0,575.2750993606359,0,fall
8344,9488.0,2017.0,2.0,B,3125307,029HO13660,2112192,1.0,31.0,26.0,0.0,014HO07700,25.0,575.2750993606359,0,winter
8345,9489.0,2017.0,5.0,B,3125307,029HO13660,2112192,1.0,120.0,29.0,1.0,014HO07700,28.0,575.2750993606359,0,spring
8346,9490.0,2017.0,6.0,B,3125307,029HO13660,2112192,1.0,152.0,30.0,1.0,014HO07700,27.0,575.2750993606359,0,summer
8347,9491.0,2017.0,9.0,B,3125307,029HO13660,2112192,1.0,246.0,33.0,1.0,014HO07700,23.0,575.2750993606359,0,fall
8348,9492.0,2017.0,8.0,B,3125307,029HO13660,2112192,1.0,216.0,32.0,1.0,014HO07700,25.0,575.2750993606359,0,summer
8349,9493.0,2017.0,7.0,B,3125307,029HO13660,2112192,1.0,181.0,31.0,1.0,014HO07700,26.0,575.2750993606359,0,summer
8350,9494.0,2017.0,3.0,B,3125307,029HO13660,2112192,1.0,61.0,27.0,1.0,014HO07700,28.0,575.2750993606359,0,spring
8351,9495.0,2017.0,4.0,B,3125307,029HO13660,2112192,1.0,89.0,28.0,1.0,014HO07700,27.0,575.2750993606359,0,spring
8352,9496.0,2018.0,1.0,B,3125307,029HO13660,2112192,2.0,31.0,37.0,0.0,nan,28.0,575.2750993606359,0,winter
8353,9497.0,2018.0,2.0,B,3125307,029HO13660,2112192,2.0,51.0,38.0,0.0,nan,25.0,575.2750993606359,0,winter
8354,9498.0,2018.0,3.0,B,3125307,029HO13660,2112192,2.0,95.0,39.0,0.0,nan,28.0,575.2750993606359,0,spring
8355,9499.0,2018.0,5.0,B,3125307,029HO13660,2112192,2.0,153.0,41.0,0.0,nan,20.0,575.2750993606359,0,spring
8356,9500.0,2018.0,4.0,B,3125307,029HO13660,2112192,2.0,122.0,40.0,0.0,nan,25.0,575.2750993606359,0,spring
8357,9501.0,2018.0,6.0,B,3125307,029HO13660,2112192,2.0,184.0,42.0,0.0,nan,17.0,575.2750993606359,0,summer
8358,9502.0,2018.0,7.0,B,3125307,029HO13660,2112192,2.0,213.0,43.0,0.0,nan,14.0,575.2750993606359,0,summer
8359,9503.0,2018.0,7.0,B,3125308,029HO14132,2112037,1.0,542.0,43.0,4.0,014HO07700,12.0,575.2750993606359,0,summer
8360,9504.0,2018.0,6.0,B,3125308,029HO14132,2112037,1.0,513.0,42.0,4.0,014HO07700,15.0,575.2750993606359,0,summer
8361,9505.0,2018.0,4.0,B,3125308,029HO14132,2112037,1.0,451.0,40.0,4.0,014HO07700,16.0,575.2750993606359,0,spring
8362,9506.0,2018.0,3.0,B,3125308,029HO14132,2112037,1.0,424.0,39.0,3.0,014HO07700,17.0,575.2750993606359,0,spring
8363,9507.0,2018.0,5.0,B,3125308,029HO14132,2112037,1.0,482.0,41.0,4.0,014HO07700,16.0,575.2750993606359,0,spring
8364,9508.0,2018.0,2.0,B,3125308,029HO14132,2112037,1.0,380.0,38.0,3.0,014HO07700,17.0,575.2750993606359,0,winter
8365,9509.0,2018.0,1.0,B,3125308,029HO14132,2112037,1.0,360.0,37.0,2.0,014HO07700,19.0,575.2750993606359,0,winter
8366,9510.0,2017.0,2.0,B,3125308,029HO14132,2112037,1.0,27.0,26.0,0.0,014HO07700,28.0,575.2750993606359,0,winter
8367,9511.0,2017.0,12.0,B,3125308,029HO14132,2112037,1.0,333.0,36.0,2.0,014HO07700,17.0,575.2750993606359,0,winter
8368,9512.0,2017.0,10.0,B,3125308,029HO14132,2112037,1.0,268.0,34.0,1.0,014HO07700,15.0,575.2750993606359,0,fall
8369,9513.0,2017.0,11.0,B,3125308,029HO14132,2112037,1.0,301.0,35.0,1.0,014HO07700,21.0,575.2750993606359,0,fall
8370,9514.0,2017.0,4.0,B,3125308,029HO14132,2112037,1.0,85.0,28.0,1.0,014HO07700,29.0,575.2750993606359,0,spring
8371,9515.0,2017.0,3.0,B,3125308,029HO14132,2112037,1.0,57.0,27.0,0.0,014HO07700,33.0,575.2750993606359,0,spring
8372,9516.0,2017.0,7.0,B,3125308,029HO14132,2112037,1.0,177.0,31.0,1.0,014HO07700,30.0,575.2750993606359,0,summer
8373,9517.0,2017.0,8.0,B,3125308,029HO14132,2112037,1.0,212.0,32.0,1.0,014HO07700,27.0,575.2750993606359,0,summer
8374,9518.0,2017.0,9.0,B,3125308,029HO14132,2112037,1.0,242.0,33.0,1.0,014HO07700,27.0,575.2750993606359,0,fall
8375,9519.0,2017.0,6.0,B,3125308,029HO14132,2112037,1.0,148.0,30.0,1.0,014HO07700,29.0,575.2750993606359,0,summer
8376,9520.0,2017.0,5.0,B,3125308,029HO14132,2112037,1.0,116.0,29.0,1.0,014HO07700,30.0,575.2750993606359,0,spring
8377,9521.0,2018.0,10.0,B,3125308,029HO14132,2112037,1.0,639.0,46.0,4.0,014HO07700,5.0,575.2750993606359,0,fall
8378,9522.0,2018.0,9.0,B,3125308,029HO14132,2112037,1.0,605.0,45.0,4.0,014HO07700,10.0,575.2750993606359,0,fall
8379,9523.0,2018.0,8.0,B,3125308,029HO14132,2112037,1.0,576.0,44.0,4.0,014HO07700,11.0,575.2750993606359,0,summer
8380,9530.0,2017.0,5.0,B,3125310,029HO13660,116616,1.0,94.0,29.0,1.0,014HO07700,28.0,575.2750993606359,0,spring
8381,9531.0,2017.0,6.0,B,3125310,029HO13660,116616,1.0,126.0,30.0,1.0,014HO07700,29.0,575.2750993606359,0,summer
8382,9532.0,2017.0,9.0,B,3125310,029HO13660,116616,1.0,220.0,33.0,1.0,014HO07700,25.0,575.2750993606359,0,fall
8383,9533.0,2017.0,8.0,B,3125310,029HO13660,116616,1.0,190.0,32.0,1.0,014HO07700,25.0,575.2750993606359,0,summer
8384,9534.0,2017.0,7.0,B,3125310,029HO13660,116616,1.0,155.0,31.0,1.0,014HO07700,28.0,575.2750993606359,0,summer
8385,9535.0,2017.0,3.0,B,3125310,029HO13660,116616,1.0,35.0,27.0,0.0,014HO07700,26.0,575.2750993606359,0,spring
8386,9536.0,2017.0,4.0,B,3125310,029HO13660,116616,1.0,63.0,28.0,1.0,014HO07700,27.0,575.2750993606359,0,spring
8387,9537.0,2017.0,10.0,B,3125310,029HO13660,116616,1.0,246.0,34.0,1.0,014HO07700,19.0,575.2750993606359,0,fall
8388,9538.0,2017.0,2.0,B,3125310,029HO13660,116616,1.0,5.0,26.0,0.0,014HO07700,20.0,575.2750993606359,0,winter
8389,9539.0,2018.0,2.0,B,3125310,029HO13660,116616,2.0,19.0,38.0,0.0,001HO11048,30.0,575.2750993606359,0,winter
8390,9540.0,2018.0,3.0,B,3125310,029HO13660,116616,2.0,63.0,39.0,0.0,001HO11048,29.0,575.2750993606359,0,spring
8391,9541.0,2018.0,5.0,B,3125310,029HO13660,116616,2.0,121.0,41.0,1.0,001HO11048,52.0,575.2750993606359,0,spring
